학교명,전공명,과목명
서울대학교,컴퓨터공학부,데이터마이닝 개론
서울대학교,컴퓨터공학부,창의적통합설계2
서울대학교,컴퓨터공학부,컴퓨터융합응용
서울대학교,컴퓨터공학부,인간컴퓨터상호작용
서울대학교,컴퓨터공학부,기계학습 개론
서울대학교,컴퓨터공학부,컴퓨터비전
서울대학교,컴퓨터공학부,컴퓨터 신기술 특강
서울대학교,컴퓨터공학부,인터넷 보안
서울대학교,컴퓨터공학부,양자 컴퓨팅 및 정보의 기초
서울대학교,컴퓨터공학부,IT창업개론
서울대학교,컴퓨터공학부,컴퓨터교육의 실무응용
서울대학교,컴퓨터공학부,자연언어처리 개론
서울대학교,컴퓨터공학부,현대암호학 개론
서울대학교,컴퓨터공학부,소프트웨어 엄밀 검증
서울대학교,컴퓨터공학부,컴퓨팅 살펴보기
서울대학교,컴퓨터공학부,소프트웨어 개발의 원리와 실습
서울대학교,컴퓨터공학부,하드웨어시스템설계
서울대학교,컴퓨터공학부,논리설계
서울대학교,컴퓨터공학부,데이터베이스
서울대학교,컴퓨터공학부,데이타통신
서울대학교,컴퓨터공학부,멀티코어 컴퓨팅
서울대학교,컴퓨터공학부,모바일 컴퓨팅과 응용
서울대학교,컴퓨터공학부,선형 및 비선형 계산모델
서울대학교,컴퓨터공학부,소프트웨어공학
서울대학교,컴퓨터공학부,시스템프로그래밍
서울대학교,컴퓨터공학부,알고리즘
서울대학교,컴퓨터공학부,오토마타이론
서울대학교,컴퓨터공학부,운영체제
서울대학교,컴퓨터공학부,이산수학
서울대학교,컴퓨터공학부,인공지능
서울대학교,컴퓨터공학부,임베디드시스템과 응용
서울대학교,컴퓨터공학부,컴퓨터구조
서울대학교,컴퓨터공학부,컴퓨터그래픽스
서울대학교,컴퓨터공학부,컴퓨터네트워크
서울대학교,컴퓨터공학부,컴퓨터모델링
서울대학교,컴퓨터공학부,컴퓨터프로그래밍
서울대학교,컴퓨터공학부,프로그래밍언어
서울대학교,컴퓨터공학부,프로그래밍연습
서울대학교,컴퓨터공학부,프로그래밍의 원리
서울대학교,컴퓨터공학부,컴파일러
서울대학교,컴퓨터공학부,전기전자회로
서울대학교,컴퓨터공학부,자료구조
서울대학교,항공우주공학과,비행체 제어원리
서울대학교,항공우주공학과,항공우주공학실험 2
서울대학교,항공우주공학과,항공우주공학실험 1
서울대학교,항공우주공학과,항공우주 통합 시스템 설계 및 제작 2
서울대학교,항공우주공학과,항공우주 통합 시스템 설계 및 제작 1
서울대학교,항공우주공학과,항공우주 진동론
서울대학교,항공우주공학과,항공우주 센서시스템
서울대학교,항공우주공학과,항공우주 선형대수
서울대학교,항공우주공학과,우주항공 마이크로/나노공학
서울대학교,항공우주공학과,우주항공 고체역학 2
서울대학교,항공우주공학과,우주항공 고체역학 1 
서울대학교,항공우주공학과,우주역학
서울대학교,항공우주공학과,압축성유체역학
서울대학교,항공우주공학과,소음공학
서울대학교,항공우주공학과,비행동역학및제어
서울대학교,항공우주공학과,로케트추진
서울대학교,항공우주공학과,기초공학확률
서울대학교,항공우주공학과,고에너지열유체역학
서울대학교,항공우주공학과,항공우주공학입문
서울대학교,항공우주공학과,항공교통 및 항행시스템
서울대학교,항공우주공학과,헬리콥터공학
서울대학교,항공우주공학과,항공역학
서울대학교,항공우주공학과,항공기구조역학
서울대학교,항공우주공학과,항공기개념설계
서울대학교,항공우주공학과,제트추진
서울대학교,항공우주공학과,점성 유체역학
서울대학교,항공우주공학과,전산유체역학 기초
서울대학교,항공우주공학과,전산구조해석
서울대학교,항공우주공학과,항공우주 마이크로 나노공학
서울대학교,항공우주공학과,항공우주 고체역학 2
서울대학교,항공우주공학과,항공우주 고체역학 1
서울대학교,항공우주공학과,항공드론빅데이터알고리즘
서울대학교,항공우주공학과,항공드론3D프린팅응용
서울대학교,항공우주공학과,운동체역학
서울대학교,항공우주공학과,항공우주혁신설계입문
서울대학교,항공우주공학과,항공우주열역학
서울대학교,화학생물공학부,반응공학2
서울대학교,화학생물공학부,응용생화학2
서울대학교,화학생물공학부,공학기술과 경영
서울대학교,화학생물공학부,창의연구
서울대학교,화학생물공학부,세포생물공학
서울대학교,화학생물공학부,화학생물공학을 위한 인공지능
서울대학교,화학생물공학부,환경화학생물공학
서울대학교,화학생물공학부,반도체 소재 및 공정
서울대학교,화학생물공학부,화학생물공학의 이해
서울대학교,화학생물공학부,물리화학2
서울대학교,화학생물공학부,물리화학1
서울대학교,화학생물공학부,무기 및 재료화학
서울대학교,화학생물공학부,기기분석
서울대학교,화학생물공학부,공학지식의 실무응용
서울대학교,화학생물공학부,공학생물
서울대학교,화학생물공학부,공정제어 및 설계
서울대학교,화학생물공학부,고분자물성
서울대학교,화학생물공학부,고분자화학
서울대학교,화학생물공학부,공정 및 제품설계
서울대학교,화학생물공학부,응용생화학 1
서울대학교,화학생물공학부,화학생물공학개론
서울대학교,화학생물공학부,환경공학개론
서울대학교,화학생물공학부,분리공정
서울대학교,화학생물공학부,분석화학
서울대학교,화학생물공학부,분자생물공학
서울대학교,화학생물공학부,생물화학공학
서울대학교,화학생물공학부,양자역학의 기초
서울대학교,화학생물공학부,열 및 물질전달
서울대학교,화학생물공학부,유기정밀화학
서울대학교,화학생물공학부,유기화학1
서울대학교,화학생물공학부,유기화학2
서울대학교,화학생물공학부,전기화학
서울대학교,화학생물공학부,촉매개론
서울대학교,화학생물공학부,화공열역학
서울대학교,화학생물공학부,화공전산응용
서울대학교,화학생물공학부,반응공학1
서울대학교,화학생물공학부,화학생물공정실험
서울대학교,화학생물공학부,화학생물공학기초실험
서울대학교,화학생물공학부,화학생물합성실험
서울대학교,화학생물공학부,화학산업경영
서울대학교,화학생물공학부,공정유체역학
서울대학교,농경제사회학부,식품 및 바이오비즈니스경영진단
서울대학교,농경제사회학부,공간경제모형론
서울대학교,농경제사회학부,지속가능성 경제론
서울대학교,농경제사회학부,공간경제 계량분석
서울대학교,농경제사회학부,식품마케팅 및 정보경영사례연구
서울대학교,농경제사회학부,지역정보학연구
서울대학교,농경제사회학부,디지털 농식품 경제학
서울대학교,농경제사회학부,농식품 산업 정보 경영
서울대학교,농경제사회학부,농식품정보체계론
서울대학교,농경제사회학부,농식품산업정보분석론
서울대학교,농경제사회학부,토지 및 주택시장 경제분석
서울대학교,농경제사회학부,글로벌 농식품산업의 이해
서울대학교,농경제사회학부,농식품 산업과 게임이론 응용
서울대학교,농경제사회학부,농식품 경영과학
서울대학교,농경제사회학부,농식품 공급망 관리 
서울대학교,농경제사회학부,지역 중소기업 경영분석 
서울대학교,농경제사회학부,농식품 기술 경영 개론 
서울대학교,농경제사회학부,농식품 디지털 경영 및 e-비즈니스
서울대학교,농경제사회학부,기후변화의 경제학
서울대학교,농경제사회학부,기후 변화와 국제 식량 안보
서울대학교,농경제사회학부,경제통계학
서울대학교,농경제사회학부,거시경제이론
서울대학교,농경제사회학부,미시경제이론
서울대학교,농경제사회학부,국제개발과 농업 효과성평가
서울대학교,농경제사회학부,지역정보시스템
서울대학교,농경제사회학부,농식품브랜드경영의 이해
서울대학교,농경제사회학부,경제수학
서울대학교,농경제사회학부,경제원론1
